,HasName,OutcomeType,IsCat,IsFemale,AgeuponOutcome,IsIntact
10243,1,Adoption,0,0,2.0,0
10244,1,Adoption,1,1,1.0,0
10245,0,Transfer,1,0,2.0,0
10246,0,Died,0,0,0.3,1
10247,1,Adoption,0,1,0.2,0
10248,1,Adoption,1,0,0.2,0
10249,1,Return_to_owner,0,1,2.0,0
10250,1,Adoption,0,0,8.0,0
10251,0,Transfer,0,1,0.1,1
10252,1,Euthanasia,0,0,11.0,1
10253,1,Transfer,0,1,6.0,1
10254,0,Transfer,1,1,0.1,1
10255,1,Transfer,1,0,0.0,1
10256,1,Adoption,1,0,0.4,1
10257,1,Transfer,0,0,3.0,0
10258,1,Adoption,0,0,1.0,0
10259,1,Adoption,1,1,0.5,0
10260,1,Adoption,0,0,1.0,0
10261,0,Transfer,1,-1,0.0,-1
10262,1,Adoption,0,0,0.8,0
10263,1,Transfer,0,0,3.0,0
10264,1,Transfer,0,0,3.0,0
10265,0,Transfer,0,1,1.0,1
10266,1,Adoption,0,0,2.0,0
10267,0,Transfer,1,0,0.0,1
10268,0,Transfer,1,0,0.1,1
10269,1,Return_to_owner,0,1,15.0,0
10270,1,Transfer,0,0,1.0,0
10271,1,Adoption,0,1,2.0,0
10272,0,Transfer,1,1,0.1,1
10273,1,Adoption,0,0,3.0,0
10274,1,Adoption,0,0,0.2,0
10275,1,Return_to_owner,0,0,2.0,1
10276,1,Return_to_owner,0,1,17.0,0
10277,1,Return_to_owner,0,0,4.0,0
10278,0,Transfer,1,0,0.1,1
10279,1,Adoption,1,0,0.2,0
10280,1,Adoption,1,1,0.5,0
10281,1,Adoption,0,1,1.0,0
10282,1,Adoption,1,1,0.2,0
10283,0,Euthanasia,1,1,1.0,1
10284,1,Adoption,1,0,0.1,0
10285,0,Adoption,1,1,0.2,0
10286,0,Transfer,1,0,0.1,1
10287,1,Transfer,1,1,0.2,0
10288,1,Adoption,0,0,6.0,0
10289,1,Transfer,1,0,0.6,0
10290,1,Adoption,0,0,10.0,0
10291,1,Return_to_owner,0,0,8.0,0
10292,1,Transfer,1,1,5.0,0
10293,0,Transfer,1,-1,0.0,-1
10294,1,Transfer,1,1,0.2,0
10295,1,Return_to_owner,0,0,1.0,0
10296,1,Transfer,1,0,0.7,0
10297,1,Transfer,0,1,2.0,0
10298,1,Adoption,1,1,0.3,0
10299,0,Transfer,1,1,2.0,1
10300,1,Adoption,0,0,1.0,0
10301,0,Transfer,1,0,0.1,1
10302,0,Euthanasia,0,1,2.0,1
10303,1,Return_to_owner,0,1,11.0,0
10304,1,Return_to_owner,0,1,9.0,0
10305,1,Return_to_owner,0,1,2.0,0
10306,1,Return_to_owner,0,0,3.0,0
10307,1,Adoption,0,0,2.0,0
10308,1,Transfer,0,0,0.3,0
10309,0,Transfer,1,1,1.0,1
10310,0,Euthanasia,0,0,1.0,1
10311,1,Adoption,1,0,0.2,0
10312,1,Adoption,1,1,1.0,0
10313,1,Adoption,1,1,0.2,0
10314,0,Adoption,1,1,0.2,0
10315,1,Transfer,0,1,2.0,0
10316,1,Adoption,1,0,0.2,0
10317,1,Euthanasia,1,0,0.1,1
10318,1,Adoption,1,1,0.3,0
10319,1,Adoption,0,0,0.5,0
10320,1,Return_to_owner,0,0,1.0,0
10321,1,Adoption,0,1,0.2,1
10322,0,Adoption,0,0,0.1,0
10323,0,Transfer,1,0,4.0,0
10324,0,Adoption,1,0,0.2,0
10325,1,Adoption,0,0,2.0,0
10326,0,Transfer,1,1,3.0,0
10327,0,Transfer,0,1,3.0,0
10328,0,Adoption,0,0,2.0,0
10329,1,Euthanasia,1,1,19.0,0
10330,0,Transfer,0,1,0.2,1
10331,1,Adoption,1,1,0.2,0
10332,1,Transfer,1,0,0.1,1
10333,0,Adoption,0,0,0.5,0
10334,0,Transfer,1,0,0.0,1
10335,1,Return_to_owner,0,0,8.0,0
10336,1,Return_to_owner,0,1,1.0,0
10337,1,Transfer,1,1,1.0,0
10338,0,Transfer,1,1,1.0,1
10339,1,Return_to_owner,1,0,9.0,0
10340,0,Adoption,1,0,0.2,0
10341,0,Transfer,1,0,2.0,1
10342,1,Adoption,0,0,0.4,0
10343,1,Adoption,0,1,3.0,0
10344,1,Transfer,1,1,3.0,0
10345,0,Transfer,1,1,0.2,1
10346,0,Adoption,1,1,0.2,0
10347,1,Return_to_owner,0,0,3.0,0
10348,1,Adoption,0,0,0.2,0
10349,0,Transfer,1,1,0.2,1
10350,1,Return_to_owner,0,0,1.0,0
10351,1,Transfer,0,0,0.8,0
10352,1,Transfer,1,0,5.0,0
10353,1,Return_to_owner,0,0,2.0,0
10354,1,Adoption,0,0,1.0,0
10355,1,Adoption,0,1,3.0,0
10356,1,Transfer,1,1,0.5,1
10357,0,Transfer,1,-1,0.0,-1
10358,0,Transfer,0,0,1.0,1
10359,0,Euthanasia,1,-1,1.0,-1
10360,1,Return_to_owner,0,0,3.0,1
10361,0,Transfer,1,0,0.1,1
10362,1,Return_to_owner,1,0,5.0,0
10363,0,Transfer,1,0,0.0,1
10364,0,Transfer,0,0,0.4,1
10365,0,Transfer,1,0,0.0,1
10366,1,Return_to_owner,0,0,8.0,0
10367,1,Return_to_owner,0,0,6.0,0
10368,1,Transfer,0,1,1.0,0
10369,1,Adoption,0,0,2.0,0
10370,1,Adoption,0,1,0.4,0
10371,1,Adoption,1,0,0.2,0
10372,1,Adoption,1,1,0.2,0
10373,1,Euthanasia,1,1,0.1,1
10374,1,Return_to_owner,0,0,5.0,0
10375,1,Return_to_owner,0,0,2.0,0
10376,0,Transfer,1,0,0.2,1
10377,1,Transfer,1,0,6.0,0
10378,0,Adoption,1,1,0.2,0
10379,1,Return_to_owner,0,0,1.0,0
10380,0,Transfer,1,0,0.3,1
10381,1,Return_to_owner,0,1,1.0,1
10382,1,Adoption,0,1,1.0,0
10383,1,Return_to_owner,0,0,5.0,0
10384,1,Adoption,0,0,2.0,0
10385,1,Transfer,0,0,0.0,1
10386,1,Return_to_owner,0,1,1.0,0
10387,1,Return_to_owner,0,1,5.0,0
10388,1,Adoption,1,1,16.0,0
10389,0,Euthanasia,1,1,0.1,1
10390,1,Transfer,1,1,0.4,0
10391,1,Transfer,0,1,7.0,0
10392,1,Return_to_owner,0,1,5.0,0
10393,1,Adoption,0,1,0.5,0
10394,1,Adoption,0,0,0.2,0
10395,1,Adoption,0,0,5.0,0
10396,1,Return_to_owner,0,0,3.0,1
10397,1,Return_to_owner,0,1,1.0,0
10398,0,Transfer,0,1,0.1,1
10399,1,Adoption,0,0,0.8,0
10400,1,Return_to_owner,0,1,1.0,0
10401,1,Adoption,0,1,2.0,0
10402,1,Transfer,1,0,1.0,0
10403,1,Euthanasia,0,0,4.0,0
10404,1,Adoption,0,1,9.0,0
10405,0,Adoption,1,0,0.2,0
10406,1,Adoption,0,1,1.0,0
10407,1,Transfer,0,0,0.6,0
10408,1,Adoption,0,1,1.0,0
10409,1,Adoption,1,0,4.0,0
10410,1,Adoption,0,0,0.6,0
10411,1,Return_to_owner,0,0,1.0,0
10412,1,Transfer,1,1,0.2,0
10413,0,Adoption,0,0,0.2,0
10414,1,Transfer,0,1,3.0,0
10415,1,Adoption,1,0,0.4,0
10416,1,Adoption,1,0,1.0,0
10417,0,Transfer,1,-1,2.0,-1
10418,0,Euthanasia,0,1,0.3,1
10419,1,Adoption,0,0,0.2,0
10420,1,Transfer,0,1,0.2,0
10421,1,Transfer,1,1,1.0,0
10422,0,Transfer,0,1,1.0,1
10423,1,Adoption,0,0,0.2,0
10424,1,Adoption,0,1,7.0,0
10425,1,Return_to_owner,0,1,1.0,0
10426,1,Adoption,0,1,0.2,0
10427,0,Transfer,0,1,4.0,1
10428,0,Adoption,1,1,0.2,0
10429,1,Transfer,1,1,0.1,1
10430,0,Transfer,1,1,0.1,1
10431,0,Transfer,1,0,0.0,1
10432,1,Return_to_owner,1,0,16.0,0
10433,0,Transfer,1,1,0.8,1
10434,1,Transfer,1,1,8.0,0
10435,1,Adoption,0,0,1.0,0
10436,1,Adoption,0,0,2.0,0
10437,0,Transfer,0,1,3.0,0
10438,0,Transfer,1,0,0.2,1
10439,1,Return_to_owner,0,1,5.0,1
10440,1,Euthanasia,0,0,3.0,0
10441,0,Transfer,1,1,2.0,1
10442,1,Transfer,0,0,4.0,0
10443,1,Return_to_owner,1,1,1.0,0
10444,1,Adoption,1,1,0.1,0
10445,1,Adoption,1,1,1.0,0
10446,1,Adoption,0,0,1.0,0
10447,1,Adoption,1,0,0.2,0
10448,0,Transfer,1,-1,0.1,-1
10449,1,Adoption,0,0,6.0,0
10450,1,Transfer,0,0,0.2,1
10451,1,Transfer,1,0,0.2,1
10452,1,Transfer,1,1,0.1,1
10453,1,Adoption,1,1,0.2,0
10454,1,Return_to_owner,0,0,2.0,1
10455,1,Return_to_owner,1,0,2.0,0
10456,1,Adoption,1,0,0.2,0
10457,1,Adoption,1,1,0.2,0
10458,1,Euthanasia,1,0,0.2,1
10459,1,Adoption,0,1,2.0,0
10460,1,Transfer,1,1,0.1,1
10461,0,Transfer,1,1,1.0,1
10462,1,Adoption,1,1,4.0,0
10463,0,Transfer,0,1,0.1,1
10464,1,Transfer,0,0,0.5,0
10465,1,Transfer,1,1,0.7,1
10466,1,Adoption,0,0,1.0,0
10467,1,Adoption,1,0,0.2,0
10468,1,Transfer,0,0,0.2,0
10469,1,Adoption,0,0,0.2,0
10470,0,Transfer,0,1,0.4,1
10471,1,Transfer,0,0,5.0,0
10472,0,Transfer,1,0,0.1,1
10473,1,Adoption,0,1,9.0,0
10474,0,Transfer,1,0,0.0,1
10475,1,Adoption,1,1,0.2,0
10476,0,Transfer,1,0,0.1,1
10477,1,Transfer,0,1,9.0,1
10478,1,Return_to_owner,0,1,3.0,0
10479,1,Adoption,0,0,0.1,0
10480,1,Transfer,0,0,1.0,0
10481,0,Transfer,0,0,2.0,1
10482,0,Transfer,1,-1,0.0,-1
10483,1,Transfer,0,1,0.2,1
10484,0,Transfer,1,0,0.0,1
10485,1,Transfer,0,1,2.0,1
10486,1,Adoption,0,1,11.0,0
10487,1,Adoption,0,1,7.0,0
10488,1,Transfer,0,0,0.4,0
10489,0,Transfer,1,0,0.1,1
10490,0,Euthanasia,0,0,5.0,1
10491,0,Transfer,0,0,0.2,1
10492,1,Euthanasia,0,1,2.0,1
10493,1,Adoption,1,0,0.2,0
10494,1,Adoption,0,1,10.0,0
10495,1,Died,1,0,0.1,1
10496,1,Return_to_owner,1,1,6.0,0
10497,1,Adoption,0,0,8.0,0
10498,1,Adoption,0,1,1.0,0
10499,0,Died,0,0,0.1,1
10500,1,Transfer,1,0,1.0,0
10501,1,Adoption,1,1,0.3,0
10502,1,Adoption,0,0,0.2,0
10503,1,Transfer,0,0,3.0,0
10504,0,Transfer,1,-1,2.0,-1
10505,1,Adoption,1,1,0.2,0
10506,0,Transfer,1,1,0.2,1
10507,1,Adoption,0,0,1.0,0
10508,1,Transfer,0,1,4.0,0
10509,1,Return_to_owner,0,1,4.0,0
10510,1,Adoption,1,1,2.0,0
10511,0,Transfer,1,1,1.0,1
10512,0,Transfer,1,1,0.0,1
10513,1,Adoption,0,0,1.0,0
10514,1,Adoption,0,1,1.0,0
10515,1,Transfer,1,1,7.0,0
10516,1,Adoption,0,0,1.0,0
10517,0,Transfer,1,1,4.0,0
10518,1,Adoption,1,1,0.2,1
10519,1,Return_to_owner,0,1,1.0,0
10520,1,Transfer,0,0,2.0,0
10521,1,Adoption,0,0,0.8,0
10522,1,Transfer,0,1,1.0,0
10523,0,Transfer,1,1,0.1,1
10524,1,Adoption,0,0,3.0,0
10525,1,Adoption,1,0,0.2,0
10526,1,Transfer,0,1,2.0,1
10527,0,Transfer,1,1,0.0,1
10528,0,Transfer,1,0,0.1,1
10529,1,Adoption,0,1,1.0,0
10530,0,Transfer,1,1,2.0,1
10531,0,Transfer,1,0,2.0,0
10532,1,Adoption,0,1,0.2,0
10533,1,Adoption,0,1,0.5,0
10534,1,Adoption,1,0,4.0,0
10535,1,Adoption,1,1,0.3,0
10536,1,Adoption,0,1,0.8,0
10537,1,Adoption,0,1,1.0,0
10538,1,Euthanasia,0,0,5.0,1
10539,0,Transfer,1,-1,2.0,-1
10540,0,Transfer,1,0,2.0,1
10541,1,Return_to_owner,0,1,0.2,0
10542,1,Return_to_owner,0,1,5.0,0
10543,1,Adoption,1,1,0.2,0
10544,0,Transfer,1,-1,2.0,-1
10545,1,Adoption,1,0,0.2,0
10546,1,Transfer,1,0,0.2,1
10547,1,Return_to_owner,0,1,16.0,0
10548,0,Adoption,0,1,0.1,0
10549,1,Return_to_owner,0,1,0.5,1
10550,1,Return_to_owner,1,0,0.6,0
10551,1,Adoption,1,1,0.2,0
10552,1,Adoption,1,1,0.2,0
10553,0,Transfer,0,0,0.2,1
10554,0,Transfer,1,1,2.0,1
10555,1,Return_to_owner,0,0,2.0,0
10556,0,Euthanasia,0,0,10.0,0
10557,1,Transfer,1,1,2.0,1
10558,1,Return_to_owner,0,0,0.6,0
10559,0,Transfer,1,1,1.0,1
10560,1,Return_to_owner,0,0,7.0,0
10561,1,Adoption,0,0,3.0,0
10562,1,Return_to_owner,0,0,3.0,0
10563,1,Adoption,1,1,0.3,0
10564,0,Transfer,1,1,0.1,1
10565,1,Return_to_owner,0,0,4.0,0
10566,0,Euthanasia,1,1,9.0,1
10567,1,Euthanasia,0,1,0.4,0
10568,1,Adoption,1,0,0.2,0
10569,1,Adoption,0,1,4.0,0
10570,1,Adoption,1,0,0.2,0
10571,1,Adoption,1,1,3.0,0
10572,1,Transfer,0,0,0.3,1
10573,0,Transfer,0,1,0.3,1
10574,1,Transfer,1,1,2.0,0
10575,1,Return_to_owner,0,1,5.0,0
10576,1,Return_to_owner,1,1,0.2,0
10577,1,Adoption,1,0,0.3,0
10578,1,Adoption,1,0,0.2,1
10579,0,Adoption,0,1,0.2,0
10580,1,Adoption,0,0,2.0,0
10581,0,Transfer,0,1,0.4,1
10582,1,Adoption,0,1,0.8,0
10583,1,Return_to_owner,0,1,4.0,0
10584,1,Adoption,0,0,2.0,0
10585,1,Adoption,1,0,0.2,0
10586,1,Transfer,0,0,2.0,1
10587,0,Transfer,1,1,0.1,1
10588,1,Transfer,0,0,11.0,0
10589,1,Adoption,0,0,4.0,0
10590,1,Euthanasia,0,0,7.0,1
10591,1,Adoption,0,1,0.8,0
10592,1,Adoption,1,1,10.0,0
10593,0,Transfer,1,1,1.0,1
10594,1,Return_to_owner,0,0,1.0,0
10595,1,Adoption,1,1,0.2,0
10596,1,Return_to_owner,0,0,1.0,0
10597,1,Return_to_owner,0,1,2.0,0
10598,1,Return_to_owner,1,0,0.3,0
10599,1,Adoption,1,1,0.2,0
10600,1,Adoption,0,0,1.0,1
10601,0,Adoption,0,0,0.1,0
10602,1,Return_to_owner,0,0,3.0,0
10603,0,Transfer,1,1,1.0,1
10604,1,Transfer,1,1,0.1,1
10605,0,Transfer,0,0,0.1,1
10606,1,Transfer,0,0,1.0,1
10607,0,Transfer,0,0,4.0,0
10608,0,Transfer,1,-1,0.0,-1
10609,0,Adoption,1,1,0.2,0
10610,1,Return_to_owner,0,0,9.0,0
10611,1,Adoption,1,1,4.0,0
10612,0,Transfer,1,1,5.0,1
10613,0,Transfer,1,-1,0.1,-1
10614,0,Transfer,1,1,15.0,1
10615,0,Adoption,0,1,0.1,0
10616,1,Adoption,1,1,0.4,0
10617,1,Adoption,1,1,0.2,0
10618,1,Return_to_owner,0,0,2.0,0
10619,1,Return_to_owner,1,0,3.0,0
10620,1,Transfer,1,1,0.1,1
10621,1,Adoption,0,0,0.2,0
10622,1,Adoption,1,1,7.0,0
10623,1,Adoption,0,0,0.1,0
10624,1,Adoption,0,1,2.0,0
10625,1,Transfer,0,1,9.0,0
10626,1,Adoption,0,1,0.2,1
10627,0,Transfer,1,1,0.1,1
10628,1,Return_to_owner,0,1,1.0,0
10629,1,Euthanasia,0,0,1.0,1
10630,1,Adoption,0,0,3.0,0
10631,1,Adoption,1,1,9.0,0
10632,1,Adoption,0,1,6.0,0
10633,0,Transfer,1,-1,1.0,-1
10634,1,Adoption,0,1,1.0,0
10635,1,Transfer,1,0,0.1,1
10636,1,Transfer,1,1,11.0,0
10637,1,Transfer,0,0,0.2,1
10638,0,Transfer,0,0,0.2,1
10639,0,Transfer,1,0,0.0,1
10640,0,Transfer,1,0,0.3,1
10641,0,Transfer,1,-1,0.1,-1
10642,1,Adoption,1,0,0.2,0
10643,1,Adoption,0,1,0.1,0
10644,1,Transfer,0,1,0.8,0
10645,0,Adoption,1,0,0.2,0
10646,1,Return_to_owner,0,0,3.0,0
10647,0,Transfer,1,1,1.0,1
10648,0,Euthanasia,1,1,12.0,1
10649,0,Transfer,1,0,1.0,1
10650,1,Adoption,0,1,0.2,0
10651,1,Transfer,0,0,0.8,1
10652,1,Adoption,1,1,0.2,1
10653,1,Transfer,0,0,1.0,0
10654,0,Transfer,1,-1,0.1,-1
10655,0,Transfer,1,0,4.0,0
10656,1,Adoption,0,1,7.0,0
10657,0,Adoption,0,0,5.0,0
10658,1,Return_to_owner,0,0,4.0,0
10659,0,Transfer,0,0,7.0,0
10660,1,Transfer,1,1,5.0,0
10661,1,Return_to_owner,0,0,15.0,0
10662,1,Adoption,0,0,2.0,0
10663,0,Died,1,1,0.0,1
10664,0,Transfer,1,1,2.0,0
10665,0,Transfer,1,1,1.0,0
10666,1,Adoption,0,0,0.7,0
10667,0,Euthanasia,0,0,0.3,1
10668,1,Adoption,1,1,9.0,0
10669,0,Euthanasia,0,1,0.2,1
10670,1,Adoption,0,0,1.0,0
10671,0,Adoption,1,0,0.2,0
10672,1,Transfer,0,0,6.0,0
10673,1,Adoption,1,0,0.2,0
10674,1,Adoption,0,0,3.0,0
10675,0,Transfer,1,0,0.1,1
10676,1,Return_to_owner,0,0,3.0,1
10677,1,Transfer,0,0,6.0,1
10678,1,Transfer,0,0,0.7,0
10679,0,Adoption,0,1,0.1,0
10680,0,Transfer,1,0,0.3,1
10681,1,Transfer,0,0,1.0,0
10682,0,Transfer,1,0,0.1,1
10683,0,Transfer,1,0,1.0,1
10684,0,Transfer,1,0,0.0,1
10685,0,Euthanasia,0,1,2.0,1
10686,0,Transfer,1,-1,0.1,-1
10687,1,Adoption,1,0,0.2,0
10688,0,Transfer,1,0,0.1,1
10689,1,Adoption,0,1,3.0,0
10690,0,Transfer,1,0,0.1,1
10691,1,Adoption,1,0,0.2,0
10692,0,Adoption,0,1,0.4,0
10693,1,Transfer,1,0,0.2,1
10694,0,Euthanasia,0,1,13.0,0
10695,1,Adoption,0,0,8.0,0
10696,1,Adoption,0,0,0.2,0
10697,1,Transfer,0,1,5.0,0
10698,1,Return_to_owner,0,0,19.0,1
10699,0,Transfer,0,1,0.0,1
10700,1,Adoption,1,0,0.2,0
10701,0,Transfer,1,0,0.1,1
10702,1,Adoption,1,1,3.0,0
10703,1,Adoption,0,1,3.0,0
10704,0,Euthanasia,1,-1,0.1,-1
10705,1,Return_to_owner,0,0,3.0,0
10706,1,Adoption,1,1,1.0,0
10707,1,Return_to_owner,0,0,5.0,0
10708,0,Transfer,1,-1,0.0,-1
10709,1,Adoption,1,1,11.0,0
10710,1,Transfer,1,0,0.2,0
10711,1,Transfer,1,0,0.2,0
10712,1,Adoption,1,1,0.8,0
10713,1,Adoption,0,1,2.0,0
10714,1,Return_to_owner,0,1,9.0,0
10715,1,Transfer,1,1,0.3,1
10716,1,Adoption,0,0,1.0,0
10717,1,Adoption,0,1,1.0,0
10718,0,Transfer,1,-1,0.1,-1
10719,1,Adoption,0,0,2.0,0
10720,1,Adoption,1,1,0.2,0
10721,1,Transfer,0,1,0.6,1
10722,1,Adoption,1,0,0.2,0
10723,1,Transfer,0,0,7.0,0
10724,0,Transfer,1,0,0.1,1
10725,1,Adoption,0,1,1.0,0
10726,1,Adoption,0,0,6.0,0
10727,0,Adoption,0,0,2.0,0
10728,1,Adoption,1,1,0.2,1
10729,0,Transfer,1,0,0.0,1
10730,0,Transfer,1,1,0.1,1
10731,1,Adoption,0,0,0.4,0
10732,1,Transfer,0,0,1.0,0
10733,0,Transfer,0,1,1.0,0
10734,1,Adoption,0,1,1.0,0
10735,1,Adoption,0,1,1.0,0
10736,0,Transfer,1,-1,4.0,-1
10737,1,Adoption,1,1,2.0,0
10738,1,Adoption,1,0,1.0,0
10739,0,Transfer,1,0,0.1,1
10740,1,Return_to_owner,0,1,3.0,0
10741,1,Adoption,0,0,5.0,0
10742,1,Adoption,0,1,4.0,0
10743,0,Adoption,0,0,0.8,0
10744,1,Adoption,0,1,3.0,0
10745,0,Transfer,1,1,0.1,1
10746,0,Adoption,0,0,0.2,0
10747,1,Return_to_owner,0,1,9.0,0
10748,1,Return_to_owner,0,0,4.0,0
10749,1,Euthanasia,0,0,3.0,0
10750,0,Euthanasia,1,1,0.2,1
10751,1,Return_to_owner,0,1,1.0,0
10752,1,Adoption,1,1,5.0,0
10753,1,Transfer,0,1,3.0,0
10754,1,Transfer,1,0,6.0,0
10755,1,Adoption,1,1,0.2,0
10756,1,Adoption,1,0,0.2,0
10757,0,Transfer,0,1,0.2,1
10758,1,Return_to_owner,0,1,4.0,0
10759,1,Return_to_owner,0,0,8.0,0
10760,0,Transfer,0,1,0.2,1
10761,1,Return_to_owner,0,1,0.5,0
10762,1,Adoption,1,1,0.3,0
10763,1,Return_to_owner,0,1,8.0,0
10764,1,Return_to_owner,0,0,7.0,0
10765,1,Return_to_owner,0,0,1.0,0
10766,1,Transfer,1,0,0.1,1
10767,1,Adoption,0,1,6.0,0
10768,1,Adoption,1,0,0.2,1
10769,1,Return_to_owner,0,1,2.0,0
10770,1,Adoption,0,1,2.0,0
10771,0,Adoption,0,0,0.1,0
10772,1,Adoption,0,1,2.0,0
10773,1,Return_to_owner,0,1,9.0,0
10774,0,Transfer,0,1,10.0,0
10775,1,Transfer,0,1,0.4,1
10776,1,Adoption,1,0,0.5,0
10777,0,Died,0,0,0.1,1
10778,0,Euthanasia,0,1,5.0,0
10779,0,Transfer,1,0,2.0,1
10780,0,Transfer,0,0,0.2,1
10781,0,Transfer,1,-1,0.0,-1
10782,1,Adoption,1,0,9.0,0
10783,1,Adoption,1,0,0.8,0
10784,1,Return_to_owner,0,0,1.0,0
10785,0,Transfer,1,1,1.0,1
10786,1,Adoption,1,1,0.2,0
10787,1,Return_to_owner,0,0,7.0,1
10788,1,Adoption,0,1,0.2,1
10789,1,Transfer,1,0,0.0,1
10790,1,Adoption,0,1,0.5,0
10791,1,Adoption,1,0,0.2,0
10792,1,Adoption,0,0,1.0,0
10793,0,Transfer,1,1,1.0,0
10794,0,Euthanasia,1,1,1.0,1
10795,1,Return_to_owner,0,1,3.0,0
10796,1,Return_to_owner,0,0,5.0,0
10797,1,Adoption,0,0,6.0,0
10798,1,Adoption,0,1,1.0,0
10799,1,Adoption,1,1,2.0,0
10800,1,Euthanasia,1,1,6.0,0
10801,1,Return_to_owner,0,0,7.0,0
10802,1,Return_to_owner,0,1,1.0,0
10803,0,Transfer,1,1,0.1,1
10804,0,Transfer,0,1,10.0,1
10805,1,Return_to_owner,0,0,7.0,1
10806,0,Euthanasia,0,0,0.2,1
10807,1,Return_to_owner,0,1,3.0,0
10808,1,Transfer,1,0,3.0,0
10809,1,Euthanasia,0,0,1.0,0
10810,1,Return_to_owner,0,1,9.0,0
10811,0,Transfer,1,0,0.0,1
10812,0,Transfer,1,0,0.3,1
10813,1,Adoption,0,0,2.0,0
10814,1,Adoption,0,0,3.0,0
10815,1,Transfer,0,1,0.8,0
10816,1,Euthanasia,0,0,1.0,0
10817,1,Adoption,1,1,0.1,1
10818,0,Adoption,0,1,0.2,0
10819,1,Transfer,1,1,2.0,0
10820,1,Adoption,0,0,0.3,1
10821,1,Adoption,0,0,1.0,0
10822,1,Adoption,0,0,0.2,0
10823,0,Adoption,1,1,0.2,0
10824,1,Adoption,0,0,5.0,0
10825,0,Transfer,1,-1,1.0,-1
10826,1,Adoption,0,0,1.0,0
10827,0,Transfer,1,0,0.0,1
10828,0,Transfer,1,0,4.0,0
10829,1,Adoption,0,0,0.2,0
10830,1,Return_to_owner,0,0,3.0,0
10831,1,Transfer,0,0,8.0,0
10832,1,Adoption,0,1,0.2,0
10833,0,Transfer,1,0,0.0,1
10834,1,Adoption,0,0,0.8,0
10835,1,Transfer,1,1,0.3,0
10836,0,Adoption,0,0,0.2,0
10837,1,Euthanasia,0,1,1.0,0
10838,1,Euthanasia,0,0,10.0,1
10839,1,Transfer,0,1,1.0,1
10840,0,Euthanasia,0,0,3.0,1
10841,1,Adoption,0,0,1.0,0
10842,1,Adoption,1,1,2.0,0
10843,1,Return_to_owner,1,0,3.0,0
10844,0,Adoption,1,1,0.2,0
10845,1,Transfer,1,1,4.0,0
10846,0,Adoption,0,1,0.2,0
10847,1,Return_to_owner,0,1,3.0,0
10848,1,Adoption,0,1,1.0,0
10849,0,Adoption,1,1,0.2,0
10850,1,Adoption,0,1,0.6,0
10851,0,Euthanasia,1,0,4.0,1
10852,1,Transfer,0,0,10.0,0
10853,1,Adoption,0,0,3.0,0
10854,1,Adoption,1,0,0.2,0
10855,1,Adoption,1,1,0.2,0
10856,0,Adoption,1,0,0.2,0
10857,1,Transfer,0,0,2.0,1
10858,1,Transfer,1,0,1.0,0
10859,1,Adoption,1,0,1.0,0
10860,1,Transfer,0,0,3.0,0
10861,1,Euthanasia,0,1,5.0,0
10862,1,Adoption,1,1,0.2,0
10863,1,Adoption,1,1,0.3,0
10864,1,Transfer,1,0,2.0,0
10865,0,Transfer,1,0,3.0,0
10866,1,Adoption,0,0,1.0,0
10867,1,Adoption,1,0,10.0,0
10868,1,Adoption,1,0,0.2,0
10869,1,Transfer,1,1,0.2,1
10870,1,Transfer,1,1,1.0,0
10871,1,Euthanasia,0,0,0.4,0
10872,1,Return_to_owner,0,0,3.0,0
10873,1,Adoption,1,0,0.2,0
10874,1,Adoption,0,1,0.3,0
10875,1,Transfer,0,0,2.0,0
10876,1,Adoption,1,1,0.2,0
10877,0,Adoption,1,1,0.2,0
10878,1,Adoption,0,1,0.1,0
10879,0,Transfer,1,0,0.0,1
10880,1,Adoption,0,0,1.0,0
10881,1,Adoption,0,1,2.0,0
10882,0,Transfer,0,0,0.3,1
10883,0,Euthanasia,1,0,10.0,0
10884,1,Adoption,0,0,2.0,0
10885,1,Adoption,0,0,0.9,0
10886,1,Transfer,0,1,1.0,0
10887,1,Adoption,0,0,1.0,0
10888,1,Transfer,0,0,1.0,0
10889,0,Transfer,1,1,3.0,1
10890,0,Transfer,1,-1,0.4,-1
10891,1,Return_to_owner,1,0,0.2,0
10892,1,Transfer,0,0,0.2,0
10893,1,Return_to_owner,0,0,1.0,0
10894,1,Return_to_owner,0,1,1.0,0
10895,1,Adoption,0,0,8.0,0
10896,0,Transfer,0,1,2.0,0
10897,0,Transfer,1,-1,0.1,-1
10898,1,Adoption,0,1,2.0,0
10899,1,Adoption,0,0,2.0,0
10900,1,Transfer,0,1,0.2,1
10901,1,Transfer,0,0,6.0,1
10902,1,Transfer,0,1,2.0,0
10903,1,Return_to_owner,0,0,10.0,1
10904,1,Adoption,0,0,1.0,0
10905,1,Return_to_owner,0,0,4.0,0
10906,1,Adoption,0,0,4.0,0
10907,1,Adoption,1,1,2.0,0
10908,1,Return_to_owner,0,0,10.0,0
10909,0,Transfer,0,1,0.1,1
10910,0,Died,1,-1,0.0,-1
10911,0,Adoption,1,0,0.2,0
10912,1,Adoption,1,0,5.0,0
10913,0,Adoption,0,0,4.0,0
10914,1,Adoption,0,1,1.0,0
10915,0,Euthanasia,0,0,10.0,1
10916,1,Transfer,0,1,0.3,1
10917,1,Return_to_owner,0,0,3.0,0
